Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,KONRAD C,3.06,29.41%,47.06%,23.53%,0.0%,0.0%,1
,LAKE J,3.0,50.0%,8.33%,33.33%,8.33%,0.0%,1
,,,,,,,
CLAS-220,,,,,,,
,SCHWARTZ D,2.75,21.43%,46.43%,17.855%,14.285%,0.0%,2
,,,,,,,
CLAS-221,,,,,,,
,CICCOLELLA F,3.0,24.0%,52.0%,24.0%,0.0%,0.0%,1
,GOLSAN I,2.99,35.32%,30.16%,33.135%,1.39%,0.0%,2
,KALLENDORF C,3.12,34.62%,42.31%,23.08%,0.0%,0.0%,1
,KONRAD C,2.96,41.67%,25.0%,25.0%,4.17%,4.17%,1
,LAKE J,2.93,28.755%,38.79%,28.755%,3.705%,0.0%,2
,,,,,,,
CLAS-222,,,,,,,
,CICCOLELLA F,3.64,71.75%,22.145%,5.4125%,0.0%,0.695%,4
,KALLENDORF C,2.96,27.4433333333%,44.6066666667%,24.6%,3.35%,0.0%,3
,,,,,,,
CLAS-250,,,,,,,
,LAKE J,2.93,32.3033333333%,40.3166666667%,17.3%,7.85333333333%,2.22333333333%,3
,,,,,,,
CLAS-251,,,,,,,
,LAKE J,2.61,30.35%,24.165%,28.405%,10.395%,6.69%,2
,,,,,,,
CLAS-311,,,,,,,
,KRUSELL K,2.4,20.0%,20.0%,40.0%,20.0%,0.0%,1
,LAKE J,3.4,50.0%,40.0%,10.0%,0.0%,0.0%,1
,OBERHELMAN S,3.14,42.86%,35.71%,14.29%,7.14%,0.0%,1
,,,,,,,
CLAS-313,,,,,,,
,LAKE J,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
CLAS-320,,,,,,,
,CICCOLELLA F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
CLAS-322,,,,,,,
,CICCOLELLA F,3.85,84.62%,15.38%,0.0%,0.0%,0.0%,1
,KALLENDORF C,3.36,57.14%,21.43%,21.43%,0.0%,0.0%,1
,,,,,,,
CLAS-330,,,,,,,
,LAKE J,2.68,26.32%,31.58%,31.58%,5.26%,5.26%,1
,,,,,,,
CLAS-351,,,,,,,
,LAKE J,2.8,34.075%,29.675%,24.5%,5.81%,5.94%,2
,,,,,,,
CLAS-352,,,,,,,
,CICCOLELLA F,3.85,90.24%,7.32%,0.0%,2.44%,0.0%,1
,,,,,,,
CLAS-353,,,,,,,
,CARLSON D,2.84,35.07%,31.945%,20.835%,6.25%,5.905%,2
,TEXAS A,3.06,38.89%,38.89%,16.67%,0.0%,5.56%,1
,,,,,,,
CLAS-354,,,,,,,
,CARLSON D,3.13,50.0%,31.39%,7.78%,2.78%,8.055%,2
,,,,,,,
CLAS-371,,,,,,,
,OBERHELMAN S,3.37,50.0%,36.84%,13.16%,0.0%,0.0%,1
,,,,,,,
CLAS-372,,,,,,,
,CICCOLELLA F,3.89,89.29%,10.71%,0.0%,0.0%,0.0%,1
,,,,,,,
CLAS-410,,,,,,,
,KALLENDORF C,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
CLAS-418,,,,,,,
,PALMER A,3.42,75.0%,8.33%,8.33%,0.0%,8.33%,1
,,,,,,,
CLAS-426,,,,,,,
,KONRAD C,3.25,43.81%,37.05%,19.145%,0.0%,0.0%,2
,,,,,,,
CLAS-427,,,,,,,
,KONRAD C,3.32,48.81%,36.43%,12.38%,2.38%,0.0%,2
,,,,,,,
CLAS-428,,,,,,,
,KONRAD C,3.1,33.33%,42.86%,23.81%,0.0%,0.0%,1
,SCHWARTZ D,3.31,38.46%,53.85%,7.69%,0.0%,0.0%,1
,,,,,,,
CLAS-429,,,,,,,
,KONRAD C,3.21,47.37%,26.32%,26.32%,0.0%,0.0%,1
,SCHWARTZ D,3.05,20.955%,63.605%,15.44%,0.0%,0.0%,2
,,,,,,,
CLAS-444,,,,,,,
,CARLSON D,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
CLAS-485,,,,,,,
,CICCOLELLA F,3.97,97.2225%,2.7775%,0.0%,0.0%,0.0%,4
,KONRAD C,3.49,66.1366666667%,16.93%,16.9333333333%,0.0%,0.0%,3
,LAKE J,3.33,33.33%,66.67%,0.0%,0.0%,0.0%,1
,,,,,,,
CLAS-491,,,,,,,
,KONRAD C,3.77,77.4066666667%,22.5933333333%,0.0%,0.0%,0.0%,3
,LAKE J,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,,,,,,,
COMM-101,,,,,,,
,STREET N,3.43,50.3233333333%,39.3433333333%,7.93666666667%,1.75666666667%,0.636666666667%,3
,,,,,,,
COMM-203,,,,,,,
,ALTENHOFEN B,3.08,32.5166666667%,49.94%,10.12%,7.42333333333%,0.0%,3
,ASCHENBECK S,3.34,47.2233333333%,43.9733333333%,5.41333333333%,2.04%,1.34666666667%,3
,BELLAR W,3.25,38.095%,50.555%,10.33%,0.0%,1.02%,2
,BOGUE P,3.35,46.045%,46.065%,5.1275%,2.425%,0.3375%,4
,BRANNON G,3.05,9.09%,86.36%,4.55%,0.0%,0.0%,1
,BUSHNELL E,3.0,24.1%,52.96%,21.775%,1.165%,0.0%,2
,CAMPBELL G,2.99,13.255%,75.755%,8.71%,1.135%,1.135%,2
,CHEN F,3.22,34.78%,60.87%,0.0%,0.0%,4.35%,1
,CHEN H,3.48,52.0%,44.0%,4.0%,0.0%,0.0%,1
,CHINN J,3.29,41.67%,45.83%,12.5%,0.0%,0.0%,1
,CHO K,3.25,35.0%,55.0%,10.0%,0.0%,0.0%,1
,CONRAD C,3.92,92.5%,7.5%,0.0%,0.0%,0.0%,2
,COX T,2.81,22.98%,46.635%,24.535%,1.085%,4.76%,2
,DAVIS M,3.08,28.26%,60.87%,4.35%,4.35%,2.17%,1
,EHRL M,3.38,45.0%,48.5%,6.5%,0.0%,0.0%,2
,FOGLE K,2.58,16.67%,33.33%,41.67%,8.33%,0.0%,1
,FOWLDS K,3.36,46.5333333333%,46.4633333333%,5.6%,0.0%,1.40333333333%,3
,GAN I,3.22,34.49%,55.39%,9.1%,0.0%,1.02%,2
,GANTT J,3.23,33.6%,57.935%,7.405%,1.065%,0.0%,2
,GLOECKNER P,3.56,56.0%,44.0%,0.0%,0.0%,0.0%,1
,HANSEN C,2.6,13.035%,42.31%,37.635%,5.545%,1.47%,2
,HERRING K,3.15,28.13%,59.545%,11.21%,1.11%,0.0%,2
,HINCK R,3.33,34.74%,62.99%,2.275%,0.0%,0.0%,2
,HODGDON K,3.32,36.0%,60.0%,4.0%,0.0%,0.0%,1
,JAMES E,3.21,54.17%,25.0%,12.5%,4.17%,4.17%,1
,JIANG S,3.13,29.17%,62.5%,4.17%,0.0%,4.17%,1
,JONES B,3.01,21.4933333333%,62.6016666667%,13.4883333333%,1.16166666667%,1.25666666667%,6
,KITSCH S,3.17,29.7766666667%,60.52%,7.03666666667%,2.66666666667%,0.0%,3
,KOH T,3.23,34.165%,57.085%,7.71%,0.0%,1.04%,2
,LOCKHART L,3.29,41.67%,50.0%,4.17%,4.17%,0.0%,1
,LOGAN P,3.42,45.83%,50.0%,4.17%,0.0%,0.0%,1
,MCKAY G,2.96,12.0%,72.0%,16.0%,0.0%,0.0%,1
,MILLER J,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,MILLER L,2.93,17.2166666667%,60.9133333333%,19.41%,1.95666666667%,0.506666666667%,3
,MOGHALU N,3.18,32.65%,57.14%,8.16%,0.0%,2.04%,1
,MUNSON D,3.13,28.2525%,60.5475%,8.55%,1.1375%,1.51%,4
,MURAWSKI C,3.1,26.19%,58.035%,15.775%,0.0%,0.0%,2
,ORMES G,3.24,44.0%,44.0%,8.0%,0.0%,4.0%,1
,PANTOJA G,3.38,58.33%,20.83%,20.83%,0.0%,0.0%,1
,POIROT K,3.85,90.0%,5.0%,5.0%,0.0%,0.0%,1
,RAMADURAI V,3.29,29.17%,70.83%,0.0%,0.0%,0.0%,1
,RAY M,3.25,41.67%,50.0%,4.17%,0.0%,4.17%,1
,REED J,2.98,21.715%,57.335%,18.865%,1.04%,1.04%,2
,RIGDA R,3.36,42.29%,50.985%,6.72%,0.0%,0.0%,2
,RILEY C,3.17,29.62%,57.52%,12.86%,0.0%,0.0%,2
,ROWE S,3.2,31.285%,58.865%,8.4425%,0.52%,0.8875%,4
,RULE F,3.19,37.565%,47.565%,12.87%,0.0%,2.0%,2
,SCHUUR S,3.52,55.66%,40.34%,4.0%,0.0%,0.0%,2
,SHIPLEY J,3.35,44.3625%,47.4325%,7.205%,1.0%,0.0%,4
,SISLER H,2.88,12.5%,62.5%,25.0%,0.0%,0.0%,1
,SOMMER P,3.58,66.67%,25.0%,8.33%,0.0%,0.0%,1
,STIEGEL V,3.0,25.0%,58.33%,8.33%,8.33%,0.0%,1
,STREET J,3.06,33.3333333333%,41.6666666667%,23.3333333333%,1.66666666667%,0.0%,3
,TARVIN D,3.08,24.925%,58.25%,16.3025%,0.52%,0.0%,4
,TERRY A,3.15,37.725%,43.585%,15.98%,1.315%,1.39%,4
,WALTON M,2.86,23.725%,48.555%,20.58%,4.08%,3.06%,2
,WAYMER D,3.87,86.96%,13.04%,0.0%,0.0%,0.0%,1
,WESNER K,3.18,33.7525%,53.0%,11.4625%,1.19%,0.595%,4
,WHITTEN R,3.02,26.83%,51.22%,19.51%,2.44%,0.0%,1
,WILSON M,3.38,57.5%,35.0%,0.0%,2.5%,5.0%,2
,WOOD D,2.98,21.365%,62.16%,12.065%,1.165%,3.25%,2
,YADLIN S,3.17,16.67%,83.33%,0.0%,0.0%,0.0%,1
,ZIEMER J,3.4,52.0%,36.0%,12.0%,0.0%,0.0%,1
,,,,,,,
COMM-205,,,,,,,
,ALTENHOFEN B,3.5,65.0%,30.0%,0.0%,0.0%,5.0%,1
,ASCHENBECK S,3.36,46.0557142857%,46.3214285714%,5.52285714286%,1.52714285714%,0.571428571429%,7
,BUSHNELL E,3.32,52.63%,36.84%,5.26%,0.0%,5.26%,1
,CHO K,3.22,28.26%,67.39%,2.17%,2.17%,0.0%,1
,COX T,2.89,19.57%,54.35%,23.91%,0.0%,2.17%,1
,FREYTAG J,3.57,57.25%,42.75%,0.0%,0.0%,0.0%,2
,MILLER L,2.96,22.135%,57.805%,15.715%,2.175%,2.175%,2
,REED J,2.92,8.33%,75.0%,16.67%,0.0%,0.0%,1
,RIGDA R,3.37,42.86%,53.06%,2.04%,2.04%,0.0%,1
,ROWE S,2.96,16.0%,72.0%,8.0%,0.0%,4.0%,1
,SOMMER P,3.61,61.22%,38.78%,0.0%,0.0%,0.0%,1
,STREET J,3.08,33.33%,41.67%,25.0%,0.0%,0.0%,1
,TARVIN D,3.28,36.0%,56.0%,8.0%,0.0%,0.0%,1
,WESNER K,3.15,30.43%,58.7%,8.7%,2.17%,0.0%,1
,WOOD D,2.87,15.91%,60.3%,21.03%,1.39%,1.37%,2
,,,,,,,
COMM-210,,,,,,,
,ASCHENBECK S,3.58,58.33%,41.67%,0.0%,0.0%,0.0%,2
,BOGUE P,3.35,42.915%,51.25%,3.75%,2.085%,0.0%,2
,BRANNON G,3.79,78.57%,21.43%,0.0%,0.0%,0.0%,1
,BUSHNELL E,3.63,62.96%,37.04%,0.0%,0.0%,0.0%,1
,CHO K,3.55,55.0%,45.0%,0.0%,0.0%,0.0%,2
,DEAN M,3.16,31.28%,55.51%,11.28%,1.925%,0.0%,2
,DOSHI M,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,GONZALEZ A,3.87,86.67%,13.33%,0.0%,0.0%,0.0%,1
,HINCK R,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,KITSCH S,3.33,33.33%,66.67%,0.0%,0.0%,0.0%,1
,LOCKHART L,3.69,74.725%,19.6%,5.67%,0.0%,0.0%,2
,MCKAY G,3.38,44.83%,51.72%,0.0%,3.45%,0.0%,1
,ORMES G,3.44,53.1733333333%,42.1666666667%,0.0%,4.66%,0.0%,3
,ROWE S,3.66,72.415%,24.135%,1.725%,0.0%,1.725%,2
,STREET N,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,WESNER K,3.5,64.29%,25.0%,7.14%,3.57%,0.0%,1
,WHITTEN R,3.41,49.7675%,44.5225%,4.285%,0.0%,1.4225%,4
,ZIEMER J,3.48,52.95%,42.5666666667%,4.48333333333%,0.0%,0.0%,3
,,,,,,,
COMM-215,,,,,,,
,CHINN J,3.42,41.67%,58.33%,0.0%,0.0%,0.0%,1
,REED J,3.15,26.92%,61.54%,11.54%,0.0%,0.0%,1
,RILEY C,3.35,42.835%,48.915%,8.25%,0.0%,0.0%,2
,ROWE S,3.65,65.305%,34.695%,0.0%,0.0%,0.0%,2
,RULE F,3.42,46.435%,49.215%,4.35%,0.0%,0.0%,2
,SHIPLEY J,3.37,57.89%,31.58%,5.26%,0.0%,5.26%,1
,STREET J,2.94,22.915%,47.92%,29.165%,0.0%,0.0%,2
,WESNER K,3.65,65.22%,34.78%,0.0%,0.0%,0.0%,1
,,,,,,,
COMM-230,,,,,,,
,BELLAR W,3.15,39.08%,41.465%,17.075%,0.0%,2.38%,2
,CHO K,3.25,36.85%,52.6866666667%,8.79666666667%,1.66666666667%,0.0%,3
,JIANG S,3.24,32.52%,58.955%,8.52%,0.0%,0.0%,2
,KOH T,2.73,12.5%,56.25%,25.0%,3.13%,3.13%,1
,MILLER L,3.04,11.54%,80.77%,7.69%,0.0%,0.0%,1
,ORMES G,3.15,31.05%,56.645%,9.52%,1.39%,1.39%,2
,TSURIA R,3.42,46.61%,48.305%,5.085%,0.0%,0.0%,2
,WESNER K,2.82,10.71%,60.71%,28.57%,0.0%,0.0%,1
,YADLIN S,3.71,70.83%,29.17%,0.0%,0.0%,0.0%,1
,,,,,,,
COMM-240,,,,,,,
,COX T,3.05,31.82%,40.91%,27.27%,0.0%,0.0%,1
,DUBRIWNY T,3.02,32.335%,48.22%,11.11%,5.555%,2.78%,2
,KITSCH S,2.85,20.0%,45.0%,35.0%,0.0%,0.0%,1
,LOCKHART L,3.15,38.46%,46.15%,7.69%,7.69%,0.0%,1
,RILEY C,3.14,40.4266666667%,34.8733333333%,23.0333333333%,1.66666666667%,0.0%,3
,TERRY A,2.86,21.345%,54.24%,16.375%,5.41%,2.63%,2
,WOOD D,2.47,21.05%,36.84%,21.05%,10.53%,10.53%,1
,,,,,,,
COMM-243,,,,,,,
,COX T,3.0,23.865%,52.655%,23.485%,0.0%,0.0%,2
,EARLE E,3.02,32.88%,44.655%,17.03%,2.175%,3.26%,2
,EHRL M,3.24,39.985%,52.66%,2.13%,2.085%,3.15%,2
,GAFFEY A,2.86,23.81%,47.62%,23.81%,0.0%,4.76%,1
,HINCK R,3.0,25.53%,53.19%,19.15%,0.0%,2.13%,1
,LOCKHART L,3.22,34.78%,52.17%,13.04%,0.0%,0.0%,1
,MAY M,3.79,79.15%,20.85%,0.0%,0.0%,0.0%,2
,MCKAY G,3.69,73.66%,21.875%,4.465%,0.0%,0.0%,2
,MERCIECA J,3.92,92.105%,7.895%,0.0%,0.0%,0.0%,2
,MUNSON D,3.33,46.6766666667%,45.5833333333%,2.97666666667%,3.17333333333%,1.58666666667%,3
,MURAWSKI C,3.0,26.09%,56.52%,8.7%,8.7%,0.0%,1
,SHIPLEY J,3.24,33.33%,57.14%,9.52%,0.0%,0.0%,1
,STREET J,2.94,26.67%,42.22%,31.11%,0.0%,0.0%,1
,TERRY A,3.4,54.345%,36.96%,5.435%,1.085%,2.175%,2
,,,,,,,
COMM-250,,,,,,,
,RICE D,3.85,84.612%,15.388%,0.0%,0.0%,0.0%,5
,,,,,,,
COMM-289,,,,,,,
,HAVENS J,3.04,41.98%,26.38%,27.945%,1.315%,2.38%,2
,,,,,,,
COMM-291,,,,,,,
,STREET N,3.72,80.7566666667%,13.8366666667%,2.67666666667%,1.69%,1.05%,3
,,,,,,,
COMM-301,,,,,,,
,CRICK N,2.87,20.436%,43.892%,33.496%,2.086%,0.09%,5
,DUBRIWNY T,3.5,36.19%,39.05%,20.48%,1.9%,2.38%,1
,MAY M,2.35,15.53%,26.21%,41.26%,11.65%,5.34%,1
,POIROT K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
COMM-305,,,,,,,
,ALTENHOFEN B,3.16,35.515%,50.77%,9.64%,2.31%,1.77%,2
,BARBOUR J,3.12,44.5%,29.31%,20.34%,4.94666666667%,0.903333333333%,3
,STREET N,3.26,32.7033333333%,52.24%,10.84%,2.58333333333%,1.63%,3
,,,,,,,
COMM-307,,,,,,,
,BRAMAN S,3.4,59.52%,28.57%,7.14%,2.38%,2.38%,1
,HEUMAN J,2.9,26.67%,36.67%,36.67%,0.0%,0.0%,1
,LOGAN P,2.81,18.18%,48.86%,29.55%,2.27%,1.14%,1
,,,,,,,
COMM-308,,,,,,,
,BEAUDOIN C,2.39,10.38%,31.0966666667%,48.9533333333%,5.93666666667%,3.62666666667%,3
,STREET R,3.34,20.705%,54.255%,24.06%,0.985%,0.0%,2
,WESNER K,3.2,17.845%,45.57%,33.055%,3.53%,0.0%,2
,,,,,,,
COMM-315,,,,,,,
,ASCHENBECK S,3.63,60.94%,32.76%,4.57%,0.76%,0.975%,2
,DEAN M,2.99,28.24%,45.8%,23.66%,1.53%,0.76%,1
,HERNANDEZ L,2.89,22.54%,47.89%,25.35%,4.23%,0.0%,1
,HOLLADAY S,2.52,10.19%,38.89%,44.44%,5.56%,0.93%,1
,ORMES G,3.15,31.25%,52.78%,15.28%,0.69%,0.0%,1
,STREET R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,WESNER K,2.99,30.3575%,37.51%,26.585%,4.85%,0.7%,4
,WILSON M,3.31,47.145%,39.905%,9.565%,3.38%,0.0%,2
,,,,,,,
COMM-320,,,,,,,
,BARBOUR J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,BOGUE P,2.85,12.88%,42.675%,35.35%,6.565%,2.525%,2
,GILL R,3.66,66.445%,33.555%,0.0%,0.0%,0.0%,2
,JAMES E,2.57,16.49%,39.04%,31.02%,11.735%,1.71%,2
,ORMES G,2.79,25.475%,40.715%,22.86%,8.81%,2.14%,2
,WAYMER D,2.96,11.43%,74.29%,12.86%,1.43%,0.0%,1
,ZIEMER J,3.39,37.975%,45.055%,15.065%,1.905%,0.0%,2
,,,,,,,
COMM-321,,,,,,,
,TERRY A,3.76,85.91%,4.545%,9.545%,0.0%,0.0%,2
,,,,,,,
COMM-322,,,,,,,
,WESNER K,3.39,49.6966666667%,45.5666666667%,1.96%,0.0%,2.77666666667%,3
,,,,,,,
COMM-323,,,,,,,
,CONRAD C,3.41,22.03%,45.76%,30.51%,1.69%,0.0%,1
,COOMBS W,3.25,38.67%,48.0%,13.33%,0.0%,0.0%,1
,WAYMER D,2.86,17.135%,55.52%,24.0%,2.74%,0.61%,2
,,,,,,,
COMM-324,,,,,,,
,BARGE J,3.44,27.78%,52.78%,13.89%,5.56%,0.0%,1
,STREET N,3.32,48.48%,37.88%,12.12%,0.0%,1.52%,1
,TARVIN D,2.84,19.41%,47.14%,32.365%,0.0%,1.085%,2
,,,,,,,
COMM-325,,,,,,,
,ALTENHOFEN B,2.79,10.71%,60.71%,25.0%,3.57%,0.0%,1
,BOGUE P,2.89,18.52%,54.81%,24.44%,1.48%,0.74%,1
,HONG T,2.62,18.5775%,37.0125%,34.315%,8.0475%,2.045%,4
,LOCKHART L,3.22,28.675%,64.235%,7.09%,0.0%,0.0%,2
,RILEY C,2.63,20.0%,35.0%,35.83%,6.67%,2.5%,1
,TERRY A,2.64,10.61%,50.0%,33.33%,4.55%,1.52%,1
,WILSON M,3.41,53.9%,36.17%,7.8%,1.42%,0.71%,1
,,,,,,,
COMM-327,,,,,,,
,GAFFEY A,2.38,10.0%,40.0%,34.0%,10.0%,6.0%,1
,JONES B,3.42,56.29%,33.795%,7.605%,0.59%,1.725%,2
,MCKAY G,3.58,64.52%,29.03%,6.45%,0.0%,0.0%,1
,RILEY C,2.72,25.0%,40.63%,18.75%,12.5%,3.13%,1
,TERRY A,2.52,14.29%,42.86%,33.33%,0.0%,9.52%,1
,,,,,,,
COMM-330,,,,,,,
,ALTENHOFEN B,3.04,21.92%,63.4566666667%,12.5733333333%,1.01%,1.04333333333%,3
,BELLAR W,2.84,15.63%,62.5%,15.63%,3.13%,3.13%,1
,BURKART P,2.46,4.17%,54.17%,29.17%,8.33%,4.17%,1
,CAMPBELL H,3.19,34.62%,50.0%,15.38%,0.0%,0.0%,1
,LOCKHART L,3.45,51.825%,41.655%,6.52%,0.0%,0.0%,2
,LOGAN P,3.27,44.12%,44.12%,8.82%,0.0%,2.94%,1
,ORMES G,3.45,48.48%,48.48%,3.03%,0.0%,0.0%,1
,TSURIA R,3.45,44.83%,55.17%,0.0%,0.0%,0.0%,1
,WALLIS C,3.11,24.02%,65.36%,9.63666666667%,0.0%,0.98%,3
,YADLIN S,3.09,28.57%,54.29%,14.29%,2.86%,0.0%,1
,,,,,,,
COMM-335,,,,,,,
,DOSHI M,2.99,23.52%,54.11%,20.225%,2.14%,0.0%,2
,MILLER J,3.3,47.73%,34.09%,18.18%,0.0%,0.0%,1
,STREET N,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TARVIN D,2.83,26.74%,32.56%,38.37%,1.16%,1.16%,1
,WILSON M,3.26,44.008%,42.044%,10.876%,1.904%,1.17%,5
,,,,,,,
COMM-340,,,,,,,
,CHO K,2.64,22.73%,33.33%,31.82%,9.09%,3.03%,1
,DORSEY L,2.37,10.42%,33.33%,41.67%,11.46%,3.13%,1
,JONES B,2.85,12.95%,48.92%,27.34%,8.63%,2.16%,1
,LOCKHART L,3.31,43.805%,45.9%,8.78%,0.76%,0.76%,2
,WOOD D,2.45,12.0%,39.2%,33.6%,12.0%,3.2%,1
,,,,,,,
COMM-345,,,,,,,
,ALTENHOFEN B,3.28,39.62%,50.94%,7.55%,1.89%,0.0%,1
,CHO K,2.9,31.58%,31.58%,31.58%,5.26%,0.0%,1
,HEUMAN J,2.79,13.865%,55.0075%,29.125%,0.735%,1.2675%,4
,,,,,,,
COMM-350,,,,,,,
,CAMPBELL H,3.0,19.74%,60.525%,19.735%,0.0%,0.0%,2
,HEUMAN J,2.88,18.23%,55.5166666667%,23.4766666667%,1.58666666667%,1.19%,3
,SUMPTER R,2.71,25.28%,33.585%,30.245%,8.17%,2.725%,2
,,,,,,,
COMM-354,,,,,,,
,BRAMAN S,3.03,40.91%,36.36%,12.12%,6.06%,4.55%,1
,BURKART P,2.54,13.745%,29.435%,53.79%,3.03%,0.0%,2
,,,,,,,
COMM-360,,,,,,,
,HEUMAN J,2.84,17.595%,53.18%,26.285%,1.735%,1.205%,2
,SUMPTER R,2.91,22.416%,42.428%,26.972%,6.668%,1.518%,5
,,,,,,,
COMM-365,,,,,,,
,HINCK R,3.36,42.86%,50.0%,7.14%,0.0%,0.0%,1
,KLUVER A,3.37,43.5433333333%,44.24%,10.4033333333%,1.3%,0.513333333333%,3
,,,,,,,
COMM-370,,,,,,,
,DEAN M,3.12,27.285%,58.495%,12.745%,1.47%,0.0%,2
,HONG T,3.03,37.5%,31.25%,28.13%,3.13%,0.0%,1
,RAMADURAI V,2.94,14.29%,69.39%,14.29%,0.0%,2.04%,1
,RAUSCHER E,3.18,31.365%,55.135%,13.505%,0.0%,0.0%,2
,,,,,,,
COMM-375,,,,,,,
,BEAUDOIN C,2.89,18.1133333333%,41.7633333333%,35.5533333333%,4.56666666667%,0.0%,3
,DOSHI M,3.07,31.14%,49.06%,17.42%,0.0%,2.38%,2
,MILLER L,3.08,33.33%,45.33%,17.33%,4.0%,0.0%,1
,YADLIN S,3.18,36.36%,49.09%,12.73%,0.0%,1.82%,1
,,,,,,,
COMM-403,,,,,,,
,RAMASUBRAMANIAN S,3.04,33.33%,41.67%,20.83%,4.17%,0.0%,1
,,,,,,,
COMM-407,,,,,,,
,MILLER L,3.42,50.0%,42.5%,7.5%,0.0%,0.0%,2
,RAMASUBRAMANIAN S,3.21,38.42%,43.815%,17.765%,0.0%,0.0%,2
,,,,,,,
COMM-408,,,,,,,
,STREET R,3.07,46.67%,33.33%,6.67%,6.67%,6.67%,1
,,,,,,,
COMM-410,,,,,,,
,BURKART P,2.81,4.76%,71.43%,23.81%,0.0%,0.0%,1
,,,,,,,
COMM-411,,,,,,,
,ASCHENBECK S,3.82,86.6666666667%,11.6666666667%,0.0%,0.0%,1.66666666667%,3
,,,,,,,
COMM-415,,,,,,,
,MILLER J,3.25,37.5%,54.17%,6.25%,0.0%,2.085%,2
,MILLER L,2.89,17.615%,60.61%,17.425%,2.085%,2.275%,2
,,,,,,,
COMM-420,,,,,,,
,MILLER L,3.21,42.11%,47.37%,5.26%,0.0%,5.26%,1
,POIROT K,3.35,58.82%,29.41%,5.88%,0.0%,5.88%,1
,WILSON M,3.45,45.0%,55.0%,0.0%,0.0%,0.0%,1
,,,,,,,
COMM-425,,,,,,,
,POIROT K,3.35,53.32%,33.98%,10.07%,0.0%,2.63%,2
,,,,,,,
COMM-428,,,,,,,
,DUBRIWNY T,3.31,50.0%,43.75%,0.0%,0.0%,6.25%,1
,,,,,,,
COMM-431,,,,,,,
,CRICK N,3.41,41.18%,58.82%,0.0%,0.0%,0.0%,1
,LIBERAL A,3.86,90.48%,4.76%,4.76%,0.0%,0.0%,1
,MAY M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,MERCIECA J,3.75,82.74%,9.88%,7.38%,0.0%,0.0%,2
,TEXAS A,3.86,90.48%,4.76%,4.76%,0.0%,0.0%,1
,TOTAL S,3.86,90.48%,4.76%,4.76%,0.0%,0.0%,1
,,,,,,,
COMM-434,,,,,,,
,CRICK N,2.95,23.81%,47.62%,28.57%,0.0%,0.0%,1
,,,,,,,
COMM-435,,,,,,,
,HEUMAN J,3.01,22.3333333333%,59.1333333333%,16.8633333333%,0.793333333333%,0.876666666667%,6
,,,,,,,
COMM-437,,,,,,,
,BEAUDOIN C,3.04,25.0%,54.17%,20.83%,0.0%,0.0%,1
,HEUMAN J,3.05,23.1466666667%,61.1433333333%,14.2566666667%,0.0%,1.45%,3
,JONES B,3.78,78.06%,19.815%,2.13%,0.0%,0.0%,4
,,,,,,,
COMM-440,,,,,,,
,GOIDEL R,3.29,37.5%,52.5%,7.5%,0.0%,2.5%,2
,MERCIECA J,3.76,77.3925%,21.2925%,1.315%,0.0%,0.0%,4
,,,,,,,
COMM-443,,,,,,,
,ALTENHOFEN B,3.29,43.815%,40.92%,15.265%,0.0%,0.0%,2
,WILSON M,3.48,51.0766666667%,45.5566666667%,3.36833333333%,0.0%,0.0%,6
,,,,,,,
COMM-446,,,,,,,
,BARBOUR J,3.52,58.89%,34.4433333333%,6.66666666667%,0.0%,0.0%,3
,CONRAD C,3.43,46.8725%,48.9625%,3.125%,0.0%,1.0425%,4
,HOLLADAY S,3.18,36.36%,45.45%,18.18%,0.0%,0.0%,1
,,,,,,,
COMM-450,,,,,,,
,BEAUDOIN C,3.4,52.0%,36.0%,12.0%,0.0%,0.0%,1
,HONG T,3.11,33.975%,45.39%,18.8866666667%,1.36166666667%,0.388333333333%,6
,,,,,,,
COMM-452,,,,,,,
,WALLIS C,3.47,53.14%,40.6533333333%,6.21%,0.0%,0.0%,3
,,,,,,,
COMM-454,,,,,,,
,BURKART P,2.94,25.0%,43.75%,31.25%,0.0%,0.0%,1
,,,,,,,
COMM-458,,,,,,,
,BURKART P,2.87,4.35%,78.26%,17.39%,0.0%,0.0%,1
,KLUVER A,3.8,84.09%,11.365%,4.545%,0.0%,0.0%,2
,MILLER J,3.14,18.18%,77.27%,4.55%,0.0%,0.0%,1
,,,,,,,
COMM-460,,,,,,,
